playerID,yearID,G,AB,R,H,2B,3B,HR,RBI,SB,BB,SO,IBB,ASNextYear
montawi01,1977,136,544.0,70.0,156.0,31.0,1.0,20.0,68.0,1.0,35.0,60.0,3.0,0.0
moorech02,1977,138,375.0,42.0,93.0,15.0,6.0,5.0,45.0,1.0,31.0,39.0,0.0,0.0
mooreju01,1977,112,361.0,41.0,94.0,9.0,3.0,5.0,34.0,4.0,33.0,29.0,0.0,0.0
moraan01,1977,77,233.0,32.0,57.0,8.0,2.0,13.0,44.0,0.0,5.0,53.0,1.0,0.0
moralje01,1977,136,490.0,56.0,142.0,34.0,5.0,11.0,69.0,0.0,43.0,75.0,4.0,0.0
morenom01,1977,150,492.0,69.0,118.0,19.0,9.0,7.0,34.0,53.0,38.0,102.0,5.0,0.0
morgajo02,1977,153,521.0,113.0,150.0,21.0,6.0,22.0,78.0,49.0,117.0,58.0,2.0,1.0
mullira01,1977,78,271.0,36.0,73.0,13.0,2.0,3.0,21.0,1.0,23.0,36.0,2.0,0.0
mumphje01,1977,145,463.0,73.0,133.0,20.0,10.0,2.0,38.0,22.0,47.0,70.0,6.0,0.0
munsoth01,1977,149,595.0,85.0,183.0,28.0,5.0,18.0,100.0,5.0,39.0,55.0,8.0,0.0
murcebo01,1977,154,554.0,90.0,147.0,18.0,3.0,27.0,89.0,16.0,80.0,77.0,13.0,0.0
murraed02,1977,160,611.0,81.0,173.0,29.0,2.0,27.0,88.0,0.0,48.0,104.0,6.0,0.0
nettlgr01,1977,158,589.0,99.0,150.0,23.0,4.0,37.0,107.0,2.0,68.0,79.0,8.0,0.0
norriji01,1977,133,440.0,59.0,119.0,23.0,6.0,2.0,37.0,26.0,64.0,57.0,4.0,0.0
officro01,1977,124,428.0,42.0,103.0,13.0,1.0,5.0,39.0,2.0,23.0,58.0,1.0,0.0
oglivbe01,1977,132,450.0,63.0,118.0,24.0,2.0,21.0,61.0,9.0,40.0,80.0,2.0,0.0
oliveal01,1977,154,568.0,75.0,175.0,29.0,6.0,19.0,82.0,13.0,40.0,38.0,9.0,0.0
ontivst01,1977,156,546.0,54.0,163.0,32.0,3.0,10.0,68.0,3.0,81.0,69.0,4.0,0.0
ortajo01,1977,144,564.0,71.0,159.0,27.0,8.0,11.0,84.0,4.0,46.0,49.0,3.0,0.0
otisam01,1977,142,478.0,85.0,120.0,20.0,8.0,17.0,78.0,23.0,71.0,88.0,5.0,0.0
otted01,1977,104,311.0,40.0,82.0,14.0,3.0,7.0,38.0,7.0,32.0,41.0,6.0,0.0
pagemi02,1977,145,501.0,85.0,154.0,28.0,8.0,21.0,75.0,42.0,78.0,95.0,6.0,0.0
parkeda01,1977,159,637.0,107.0,215.0,44.0,8.0,21.0,88.0,17.0,58.0,107.0,13.0,0.0
parrila01,1977,123,402.0,50.0,99.0,19.0,2.0,11.0,46.0,2.0,37.0,71.0,9.0,0.0
patekfr01,1977,154,497.0,72.0,130.0,26.0,6.0,5.0,60.0,53.0,41.0,84.0,2.0,1.0
perezma01,1977,115,373.0,32.0,86.0,14.0,5.0,2.0,23.0,1.0,29.0,65.0,0.0,0.0
perezto01,1977,154,559.0,71.0,158.0,32.0,6.0,19.0,91.0,4.0,63.0,111.0,15.0,0.0
picciro01,1977,148,419.0,35.0,84.0,12.0,3.0,2.0,22.0,1.0,9.0,55.0,0.0,0.0
pinielo01,1977,103,339.0,47.0,112.0,19.0,3.0,12.0,45.0,2.0,20.0,31.0,3.0,0.0
pocorbi01,1977,113,321.0,46.0,93.0,24.0,1.0,8.0,44.0,3.0,57.0,27.0,15.0,0.0
poqueto01,1977,106,342.0,43.0,100.0,23.0,6.0,2.0,33.0,1.0,19.0,21.0,2.0,0.0
porteda02,1977,130,425.0,61.0,117.0,21.0,3.0,16.0,60.0,1.0,53.0,70.0,6.0,0.0
pruitro01,1977,78,219.0,29.0,63.0,10.0,2.0,2.0,32.0,2.0,28.0,22.0,0.0,0.0
puhlte01,1977,60,229.0,40.0,69.0,13.0,5.0,0.0,10.0,10.0,30.0,31.0,0.0,0.0
quirkja01,1977,93,221.0,16.0,48.0,14.0,1.0,3.0,13.0,0.0,8.0,47.0,2.0,0.0
raderdo02,1977,96,313.0,47.0,75.0,18.0,2.0,13.0,40.0,2.0,38.0,65.0,2.0,0.0
randabo01,1977,103,306.0,36.0,73.0,13.0,2.0,0.0,22.0,1.0,15.0,25.0,0.0,0.0
randlle01,1977,136,513.0,78.0,156.0,22.0,7.0,5.0,27.0,33.0,65.0,70.0,3.0,0.0
randowi01,1977,147,551.0,91.0,151.0,28.0,11.0,4.0,40.0,13.0,64.0,53.0,1.0,0.0
reitzke01,1977,157,587.0,58.0,153.0,36.0,1.0,17.0,79.0,2.0,19.0,74.0,4.0,0.0
remyje01,1977,154,575.0,74.0,145.0,19.0,10.0,4.0,44.0,41.0,59.0,59.0,2.0,0.0
reynocr01,1977,135,420.0,41.0,104.0,12.0,3.0,4.0,28.0,6.0,15.0,23.0,1.0,0.0
riceji01,1977,160,644.0,104.0,206.0,29.0,15.0,39.0,114.0,5.0,53.0,120.0,10.0,1.0
richage01,1977,146,525.0,79.0,152.0,16.0,11.0,5.0,32.0,56.0,60.0,80.0,12.0,0.0
rivermi01,1977,138,565.0,79.0,184.0,18.0,5.0,12.0,69.0,22.0,18.0,45.0,4.0,0.0
robinbi02,1977,137,507.0,74.0,154.0,32.0,1.0,26.0,104.0,12.0,25.0,92.0,3.0,0.0
rockepa01,1977,93,264.0,27.0,67.0,10.0,0.0,1.0,24.0,1.0,27.0,32.0,2.0,0.0
rodriau01,1977,96,306.0,30.0,67.0,14.0,1.0,10.0,32.0,1.0,16.0,36.0,1.0,0.0
rosepe01,1977,162,655.0,95.0,204.0,38.0,7.0,9.0,64.0,16.0,66.0,42.0,7.0,1.0
roystje01,1977,140,445.0,64.0,96.0,10.0,2.0,6.0,28.0,28.0,38.0,67.0,3.0,0.0
rudijo01,1977,64,242.0,48.0,64.0,13.0,2.0,13.0,53.0,1.0,22.0,48.0,4.0,0.0
russebi01,1977,153,634.0,84.0,176.0,28.0,6.0,4.0,51.0,16.0,24.0,43.0,1.0,0.0
sanguma01,1977,152,571.0,42.0,157.0,17.0,5.0,6.0,58.0,2.0,22.0,35.0,4.0,0.0
schmimi01,1977,154,544.0,114.0,149.0,27.0,11.0,38.0,101.0,15.0,104.0,122.0,4.0,0.0
scottge02,1977,157,584.0,103.0,157.0,26.0,5.0,33.0,95.0,1.0,57.0,112.0,4.0,0.0
scottjo01,1977,79,233.0,26.0,56.0,9.0,0.0,2.0,15.0,10.0,8.0,39.0,0.0,0.0
scottro01,1977,133,364.0,56.0,95.0,4.0,4.0,0.0,20.0,33.0,43.0,50.0,0.0,0.0
scottto01,1977,95,292.0,38.0,85.0,16.0,3.0,3.0,41.0,13.0,33.0,48.0,4.0,0.0
simmote01,1977,150,516.0,82.0,164.0,25.0,3.0,21.0,95.0,2.0,79.0,37.0,25.0,1.0
singlke01,1977,152,536.0,90.0,176.0,24.0,0.0,24.0,99.0,0.0,107.0,101.0,13.0,0.0
sizemte01,1977,152,519.0,64.0,146.0,20.0,3.0,4.0,47.0,8.0,52.0,40.0,21.0,0.0
skaggda01,1977,80,216.0,22.0,62.0,9.0,1.0,1.0,24.0,0.0,20.0,34.0,0.0,0.0
smallro02,1977,150,584.0,93.0,135.0,21.0,5.0,6.0,56.0,5.0,74.0,89.0,1.0,0.0
smithbi05,1977,109,367.0,44.0,79.0,12.0,2.0,5.0,29.0,3.0,33.0,71.0,2.0,0.0
smithre06,1977,148,488.0,104.0,150.0,27.0,4.0,32.0,87.0,7.0,104.0,76.0,11.0,0.0
soderer01,1977,130,460.0,77.0,129.0,20.0,3.0,25.0,67.0,2.0,47.0,47.0,5.0,0.0
solaito01,1977,116,324.0,40.0,78.0,15.0,0.0,14.0,53.0,1.0,56.0,77.0,6.0,0.0
speiech01,1977,139,531.0,58.0,125.0,30.0,6.0,5.0,38.0,1.0,67.0,78.0,3.0,0.0
spencji01,1977,128,470.0,56.0,116.0,16.0,1.0,18.0,69.0,1.0,36.0,50.0,11.0,0.0
staggst01,1977,72,290.0,37.0,75.0,11.0,6.0,2.0,28.0,5.0,36.0,38.0,0.0,0.0
stanlmi01,1977,75,222.0,30.0,51.0,9.0,1.0,8.0,23.0,0.0,18.0,30.0,2.0,0.0
stantle01,1977,133,454.0,56.0,125.0,24.0,1.0,27.0,90.0,0.0,42.0,115.0,2.0,0.0
staubru01,1977,158,623.0,84.0,173.0,34.0,3.0,22.0,101.0,1.0,59.0,47.0,4.0,0.0
stearjo01,1977,139,431.0,52.0,108.0,25.0,1.0,12.0,55.0,9.0,77.0,76.0,7.0,0.0
steinbi02,1977,151,556.0,53.0,144.0,26.0,5.0,13.0,67.0,3.0,29.0,79.0,2.0,0.0
stennre01,1977,116,453.0,53.0,152.0,20.0,4.0,5.0,51.0,28.0,29.0,24.0,4.0,0.0
stinsbo01,1977,105,297.0,27.0,80.0,11.0,1.0,8.0,32.0,0.0,37.0,50.0,4.0,0.0
sundbji01,1977,149,453.0,61.0,132.0,20.0,3.0,6.0,65.0,2.0,53.0,77.0,0.0,0.0
swishst01,1977,74,205.0,21.0,39.0,7.0,0.0,5.0,15.0,0.0,9.0,47.0,5.0,0.0
taverfr01,1977,147,544.0,72.0,137.0,20.0,10.0,1.0,29.0,70.0,38.0,71.0,2.0,0.0
templga01,1977,153,621.0,94.0,200.0,19.0,18.0,8.0,79.0,28.0,15.0,70.0,3.0,0.0
tenacge01,1977,147,437.0,66.0,102.0,24.0,4.0,15.0,61.0,5.0,125.0,119.0,10.0,0.0
terreje01,1977,93,214.0,32.0,48.0,6.0,0.0,1.0,20.0,10.0,11.0,21.0,1.0,0.0
thomade01,1977,148,506.0,75.0,135.0,13.0,10.0,8.0,44.0,15.0,46.0,70.0,1.0,0.0
thomaga01,1977,145,446.0,63.0,114.0,24.0,6.0,17.0,71.0,16.0,75.0,102.0,8.0,0.0
thompja01,1977,158,585.0,87.0,158.0,24.0,5.0,31.0,105.0,0.0,73.0,91.0,2.0,0.0
thornan01,1977,131,433.0,77.0,114.0,20.0,5.0,28.0,70.0,3.0,70.0,82.0,1.0,0.0
torrehe01,1977,91,266.0,33.0,64.0,7.0,3.0,5.0,26.0,1.0,16.0,33.0,1.0,0.0
trillma01,1977,152,504.0,51.0,141.0,18.0,5.0,7.0,57.0,3.0,44.0,58.0,6.0,0.0
turneje01,1977,118,289.0,43.0,71.0,16.0,1.0,10.0,48.0,12.0,31.0,43.0,1.0,0.0
tyronji01,1977,96,294.0,32.0,72.0,11.0,1.0,5.0,26.0,3.0,25.0,62.0,2.0,0.0
tysonmi01,1977,138,418.0,42.0,103.0,15.0,2.0,7.0,57.0,3.0,30.0,48.0,11.0,0.0
unserde01,1977,113,289.0,33.0,79.0,14.0,1.0,12.0,40.0,2.0,33.0,41.0,7.0,0.0
vailmi01,1977,108,279.0,29.0,73.0,12.0,1.0,8.0,35.0,0.0,19.0,58.0,0.0,0.0
valenel01,1977,127,508.0,63.0,149.0,28.0,2.0,25.0,76.0,13.0,30.0,58.0,3.0,0.0
velezot01,1977,120,360.0,50.0,92.0,19.0,3.0,16.0,62.0,4.0,65.0,87.0,1.0,0.0
veryzto01,1977,125,350.0,31.0,69.0,12.0,1.0,2.0,28.0,0.0,16.0,44.0,0.0,0.0
washicl01,1977,129,521.0,63.0,148.0,31.0,2.0,12.0,68.0,21.0,25.0,112.0,9.0,0.0
watsobo01,1977,151,554.0,77.0,160.0,38.0,6.0,22.0,110.0,5.0,57.0,69.0,11.0,0.0
whitefr01,1977,152,474.0,59.0,116.0,21.0,5.0,5.0,50.0,23.0,25.0,67.0,0.0,0.0
whitero01,1977,143,519.0,72.0,139.0,25.0,2.0,14.0,52.0,18.0,75.0,58.0,9.0,0.0
whitfte01,1977,114,326.0,41.0,93.0,21.0,3.0,7.0,36.0,2.0,20.0,46.0,1.0,0.0
williea02,1977,100,348.0,39.0,84.0,13.0,0.0,13.0,38.0,2.0,18.0,58.0,3.0,0.0
willsbu01,1977,152,541.0,87.0,155.0,28.0,6.0,9.0,62.0,28.0,65.0,96.0,7.0,0.0
winfida01,1977,157,615.0,104.0,169.0,29.0,7.0,25.0,92.0,16.0,58.0,75.0,10.0,0.0
wohlfji01,1977,129,391.0,41.0,97.0,16.0,3.0,2.0,36.0,17.0,21.0,49.0,1.0,0.0
woodsal01,1977,122,440.0,58.0,125.0,17.0,4.0,6.0,35.0,8.0,36.0,38.0,3.0,0.0
woodsga01,1977,60,227.0,21.0,49.0,9.0,1.0,0.0,17.0,5.0,7.0,38.0,0.0,0.0
wynegbu01,1977,144,532.0,76.0,139.0,22.0,3.0,10.0,79.0,2.0,68.0,61.0,5.0,0.0
yastrca01,1977,150,558.0,99.0,165.0,27.0,3.0,28.0,102.0,11.0,73.0,40.0,6.0,0.0
yeagest01,1977,125,387.0,53.0,99.0,21.0,2.0,16.0,55.0,1.0,43.0,84.0,11.0,0.0
yountro01,1977,154,605.0,66.0,174.0,34.0,4.0,4.0,49.0,16.0,41.0,80.0,1.0,0.0
ziskri01,1977,141,531.0,78.0,154.0,17.0,6.0,30.0,101.0,0.0,55.0,98.0,7.0,1.0
adamsgl01,1978,116,310.0,27.0,80.0,18.0,1.0,7.0,35.0,0.0,17.0,32.0,0.0,0.0
alexaga01,1978,90,324.0,39.0,76.0,14.0,3.0,17.0,62.0,0.0,35.0,100.0,3.0,0.0
almonbi01,1978,138,405.0,39.0,102.0,19.0,2.0,0.0,21.0,17.0,33.0,74.0,10.0,0.0
armasto01,1978,91,239.0,17.0,51.0,6.0,1.0,2.0,13.0,1.0,10.0,62.0,2.0,0.0
ashbyal01,1978,81,264.0,27.0,69.0,15.0,0.0,9.0,29.0,1.0,28.0,32.0,4.0,0.0
bailobo01,1978,154,621.0,74.0,164.0,29.0,7.0,1.0,52.0,5.0,38.0,21.0,1.0,0.0
bakerdu01,1978,149,522.0,62.0,137.0,24.0,1.0,11.0,66.0,12.0,47.0,66.0,2.0,0.0
bandosa01,1978,152,540.0,85.0,154.0,20.0,6.0,17.0,78.0,3.0,72.0,52.0,4.0,0.0
baylodo01,1978,158,591.0,103.0,151.0,26.0,0.0,34.0,99.0,22.0,56.0,71.0,9.0,1.0
belanma01,1978,135,348.0,39.0,74.0,13.0,0.0,0.0,16.0,6.0,40.0,55.0,1.0,0.0
bellbu01,1978,142,556.0,71.0,157.0,27.0,8.0,6.0,62.0,1.0,39.0,43.0,1.0,0.0
benchjo01,1978,120,393.0,52.0,102.0,17.0,1.0,23.0,73.0,4.0,50.0,83.0,10.0,0.0
beniqju01,1978,127,473.0,61.0,123.0,17.0,3.0,11.0,50.0,10.0,20.0,59.0,1.0,0.0
bevacku01,1978,90,248.0,21.0,55.0,12.0,0.0,6.0,30.0,1.0,18.0,31.0,0.0,0.0
biittla01,1978,120,343.0,32.0,88.0,15.0,1.0,4.0,50.0,0.0,23.0,37.0,4.0,0.0
bochtbr01,1978,140,486.0,58.0,128.0,25.0,3.0,11.0,51.0,3.0,60.0,47.0,3.0,0.0
boiscbr01,1978,107,214.0,24.0,48.0,7.0,1.0,4.0,15.0,3.0,23.0,43.0,3.0,0.0
bondsbo01,1978,130,475.0,85.0,126.0,15.0,4.0,29.0,82.0,37.0,69.0,110.0,6.0,0.0
bonneba01,1978,117,304.0,36.0,73.0,11.0,3.0,1.0,16.0,12.0,20.0,30.0,1.0,0.0
boonebo01,1978,132,435.0,48.0,123.0,18.0,4.0,12.0,62.0,2.0,46.0,37.0,10.0,1.0
bosetri01,1978,136,568.0,61.0,147.0,25.0,5.0,5.0,42.0,6.0,30.0,65.0,0.0,0.0
bosleth01,1978,66,219.0,25.0,59.0,5.0,1.0,2.0,13.0,12.0,13.0,32.0,1.0,0.0
bostoly01,1978,147,568.0,74.0,168.0,24.0,4.0,5.0,71.0,15.0,59.0,36.0,8.0,0.0
bowala01,1978,156,654.0,78.0,192.0,31.0,5.0,3.0,43.0,27.0,24.0,40.0,1.0,1.0
brettge01,1978,128,510.0,79.0,150.0,45.0,8.0,9.0,62.0,23.0,39.0,35.0,6.0,1.0
brocklo01,1978,92,298.0,31.0,66.0,9.0,0.0,0.0,12.0,17.0,17.0,29.0,2.0,0.0
brohaja01,1978,81,244.0,34.0,57.0,14.0,1.0,1.0,25.0,1.0,25.0,13.0,1.0,0.0
bucknbi01,1978,117,446.0,47.0,144.0,26.0,1.0,5.0,74.0,7.0,18.0,17.0,5.0,0.0
burkegl01,1978,78,200.0,19.0,47.0,6.0,1.0,1.0,14.0,15.0,10.0,26.0,1.0,0.0
burleri01,1978,145,626.0,75.0,155.0,32.0,5.0,5.0,49.0,8.0,40.0,71.0,2.0,0.0
burroje01,1978,153,488.0,72.0,147.0,30.0,6.0,23.0,77.0,1.0,117.0,92.0,12.0,0.0
cabelen01,1978,162,660.0,92.0,195.0,31.0,8.0,7.0,71.0,33.0,22.0,80.0,1.0,0.0
campabe01,1978,98,269.0,30.0,50.0,5.0,3.0,1.0,17.0,22.0,20.0,36.0,0.0,0.0
cardejo02,1978,87,201.0,27.0,50.0,12.0,0.0,4.0,33.0,2.0,23.0,16.0,2.0,0.0
carewro01,1978,152,564.0,85.0,188.0,26.0,10.0,5.0,70.0,27.0,78.0,62.0,19.0,0.0
cartega01,1978,157,533.0,76.0,136.0,27.0,1.0,20.0,72.0,10.0,62.0,70.0,11.0,0.0
cartyri01,1978,104,387.0,51.0,110.0,16.0,0.0,20.0,68.0,1.0,36.0,41.0,5.0,0.0
cashda01,1978,159,658.0,66.0,166.0,26.0,3.0,3.0,43.0,12.0,37.0,29.0,2.0,0.0
ceronri01,1978,88,282.0,25.0,63.0,8.0,2.0,3.0,20.0,0.0,23.0,32.0,0.0,0.0
ceyro01,1978,159,555.0,84.0,150.0,32.0,0.0,23.0,84.0,2.0,96.0,96.0,9.0,0.0
chalkda01,1978,135,470.0,42.0,119.0,12.0,0.0,1.0,34.0,5.0,38.0,34.0,0.0,0.0
chambch01,1978,162,625.0,81.0,171.0,26.0,3.0,12.0,90.0,2.0,41.0,60.0,3.0,0.0
chaneda01,1978,89,245.0,27.0,55.0,9.0,1.0,3.0,20.0,1.0,25.0,48.0,7.0,0.0
clarkja01,1978,156,592.0,90.0,181.0,46.0,8.0,25.0,98.0,15.0,50.0,72.0,8.0,0.0
clinege01,1978,109,229.0,31.0,59.0,10.0,2.0,0.0,17.0,4.0,21.0,28.0,1.0,0.0
conceda01,1978,153,565.0,75.0,170.0,33.0,4.0,6.0,67.0,23.0,51.0,83.0,4.0,0.0
coopece01,1978,107,407.0,60.0,127.0,23.0,2.0,13.0,54.0,3.0,32.0,72.0,3.0,0.0
corcoti01,1978,116,324.0,37.0,86.0,13.0,1.0,1.0,27.0,3.0,24.0,27.0,2.0,0.0
cowenal01,1978,132,485.0,63.0,133.0,24.0,8.0,5.0,63.0,14.0,31.0,54.0,3.0,0.0
coxte02,1978,82,227.0,14.0,53.0,7.0,0.0,1.0,19.0,0.0,16.0,30.0,1.0,0.0
cromawa01,1978,159,607.0,77.0,180.0,32.0,6.0,10.0,56.0,8.0,33.0,60.0,5.0,0.0
cruzjo01,1978,153,565.0,79.0,178.0,34.0,9.0,10.0,83.0,37.0,57.0,57.0,9.0,0.0
cruzju01,1978,147,550.0,77.0,129.0,14.0,1.0,1.0,25.0,59.0,69.0,66.0,0.0,0.0
cubbami01,1978,125,394.0,40.0,111.0,12.0,7.0,7.0,57.0,3.0,40.0,44.0,3.0,0.0
dadepa01,1978,93,307.0,37.0,78.0,12.0,1.0,3.0,20.0,12.0,34.0,45.0,1.0,0.0
dauerri01,1978,133,459.0,57.0,121.0,23.0,0.0,6.0,46.0,0.0,26.0,22.0,0.0,0.0
davisdi02,1978,69,218.0,28.0,54.0,10.0,1.0,5.0,26.0,2.0,7.0,23.0,0.0,0.0
dawsoan01,1978,157,609.0,84.0,154.0,24.0,8.0,25.0,72.0,28.0,30.0,128.0,3.0,0.0
decindo01,1978,142,511.0,72.0,146.0,37.0,1.0,28.0,80.0,7.0,46.0,81.0,2.0,0.0
dejesiv01,1978,160,619.0,104.0,172.0,24.0,7.0,3.0,35.0,41.0,74.0,78.0,5.0,0.0
dempsri01,1978,136,441.0,41.0,114.0,25.0,0.0,6.0,32.0,7.0,48.0,54.0,2.0,0.0
dentbu01,1978,123,379.0,40.0,92.0,11.0,1.0,5.0,40.0,3.0,23.0,24.0,1.0,0.0
dilonmi01,1978,135,258.0,34.0,59.0,8.0,0.0,1.0,14.0,50.0,23.0,30.0,0.0,0.0
downibr01,1978,133,412.0,42.0,105.0,15.0,0.0,7.0,46.0,3.0,52.0,47.0,2.0,0.0
driesda01,1978,153,524.0,68.0,131.0,23.0,3.0,16.0,70.0,28.0,75.0,79.0,7.0,0.0
duncata01,1978,104,319.0,25.0,82.0,15.0,2.0,2.0,37.0,1.0,19.0,38.0,0.0,0.0
edwarmi01,1978,142,414.0,48.0,113.0,16.0,2.0,1.0,23.0,27.0,16.0,32.0,0.0,0.0
essiaji01,1978,126,278.0,21.0,62.0,9.0,1.0,3.0,26.0,2.0,44.0,22.0,1.0,0.0
evansda01,1978,159,547.0,82.0,133.0,24.0,2.0,20.0,78.0,4.0,105.0,64.0,12.0,0.0
evansdw01,1978,147,497.0,75.0,123.0,24.0,2.0,24.0,63.0,8.0,65.0,119.0,2.0,0.0
fairlro01,1978,91,235.0,23.0,51.0,5.0,0.0,10.0,40.0,0.0,25.0,31.0,2.0,0.0
fiskca01,1978,157,571.0,94.0,162.0,39.0,5.0,20.0,88.0,7.0,71.0,83.0,6.0,0.0
flynndo01,1978,156,532.0,37.0,126.0,12.0,8.0,0.0,36.0,3.0,30.0,50.0,10.0,0.0
foliti01,1978,113,413.0,37.0,106.0,21.0,1.0,1.0,27.0,2.0,14.0,30.0,1.0,0.0
fordda01,1978,151,592.0,78.0,162.0,36.0,10.0,11.0,82.0,7.0,48.0,88.0,6.0,0.0
fostege01,1978,158,604.0,97.0,170.0,26.0,7.0,40.0,120.0,4.0,70.0,138.0,16.0,1.0
gamblos01,1978,126,375.0,46.0,103.0,15.0,3.0,7.0,47.0,1.0,51.0,45.0,11.0,0.0
garneph01,1978,154,528.0,66.0,138.0,25.0,9.0,10.0,66.0,27.0,66.0,71.0,12.0,0.0
garrra01,1978,118,443.0,67.0,122.0,18.0,9.0,3.0,29.0,7.0,24.0,41.0,1.0,0.0
garvest01,1978,162,639.0,89.0,202.0,36.0,9.0,21.0,113.0,10.0,40.0,70.0,9.0,1.0
geronce01,1978,122,296.0,28.0,67.0,15.0,1.0,5.0,27.0,8.0,43.0,67.0,10.0,0.0
gilbrro01,1978,116,326.0,22.0,80.0,13.0,3.0,3.0,31.0,7.0,26.0,51.0,3.0,0.0
gomezlu01,1978,153,413.0,39.0,92.0,7.0,3.0,0.0,32.0,2.0,34.0,41.0,1.0,0.0
gonzafe01,1978,101,320.0,27.0,80.0,10.0,2.0,2.0,29.0,4.0,18.0,32.0,3.0,0.0
gonzaju02,1978,78,223.0,24.0,52.0,3.0,1.0,1.0,16.0,6.0,8.0,31.0,1.0,0.0
grichbo01,1978,144,487.0,68.0,122.0,16.0,2.0,6.0,42.0,4.0,75.0,83.0,1.0,0.0
griffke01,1978,158,614.0,90.0,177.0,33.0,8.0,10.0,63.0,23.0,54.0,70.0,1.0,0.0
grossgr01,1978,124,347.0,34.0,92.0,12.0,7.0,1.0,39.0,3.0,33.0,19.0,5.0,0.0
grosswa01,1978,118,285.0,18.0,57.0,10.0,2.0,7.0,23.0,0.0,40.0,63.0,2.0,0.0
grubbjo01,1978,113,378.0,54.0,100.0,16.0,6.0,14.0,61.0,5.0,59.0,60.0,5.0,0.0
guerrma01,1978,143,505.0,27.0,139.0,18.0,4.0,3.0,38.0,0.0,15.0,35.0,2.0,0.0
halejo01,1978,107,211.0,24.0,36.0,8.0,0.0,4.0,22.0,3.0,34.0,64.0,1.0,0.0
hargrmi01,1978,146,494.0,63.0,124.0,24.0,1.0,7.0,40.0,2.0,107.0,47.0,8.0,0.0
harlola01,1978,147,460.0,67.0,112.0,25.0,1.0,8.0,26.0,14.0,55.0,72.0,3.0,0.0
harrato01,1978,139,450.0,56.0,103.0,17.0,3.0,12.0,59.0,31.0,83.0,66.0,3.0,0.0
hebneri01,1978,137,435.0,61.0,123.0,22.0,3.0,17.0,71.0,4.0,53.0,58.0,16.0,0.0
hendest01,1978,157,587.0,83.0,156.0,30.0,9.0,10.0,65.0,13.0,60.0,109.0,3.0,0.0
hendrge01,1978,102,382.0,55.0,110.0,27.0,1.0,17.0,67.0,1.0,28.0,44.0,1.0,0.0
hernake01,1978,159,542.0,90.0,138.0,32.0,4.0,11.0,64.0,13.0,82.0,68.0,11.0,0.0
herndla01,1978,151,471.0,52.0,122.0,15.0,9.0,1.0,32.0,13.0,35.0,71.0,2.0,0.0
hillma01,1978,117,358.0,20.0,87.0,15.0,1.0,3.0,36.0,1.0,45.0,39.0,8.0,0.0
hislela01,1978,142,520.0,96.0,151.0,24.0,0.0,34.0,115.0,10.0,67.0,90.0,3.0,0.0
hobsobu01,1978,147,512.0,65.0,128.0,26.0,2.0,17.0,80.0,1.0,50.0,122.0,3.0,0.0
hornebo01,1978,89,323.0,50.0,86.0,17.0,1.0,23.0,63.0,0.0,24.0,42.0,2.0,0.0
howear01,1978,119,420.0,46.0,123.0,33.0,3.0,7.0,55.0,2.0,34.0,41.0,3.0,0.0
howelro02,1978,140,551.0,67.0,149.0,28.0,3.0,8.0,61.0,0.0,44.0,78.0,3.0,0.0
hurdlcl01,1978,133,417.0,48.0,110.0,25.0,5.0,7.0,56.0,1.0,56.0,84.0,1.0,0.0
iviemi01,1978,117,318.0,34.0,98.0,14.0,3.0,11.0,55.0,3.0,27.0,45.0,6.0,0.0
jacksre01,1978,139,511.0,82.0,140.0,13.0,5.0,27.0,97.0,14.0,58.0,133.0,2.0,0.0
jacksro02,1978,105,387.0,49.0,115.0,18.0,6.0,6.0,57.0,2.0,16.0,31.0,1.0,0.0
johnsla02,1978,148,498.0,52.0,136.0,23.0,2.0,8.0,72.0,6.0,43.0,46.0,2.0,0.0
jonesru01,1978,129,472.0,48.0,111.0,24.0,3.0,6.0,46.0,22.0,55.0,85.0,2.0,0.0
kellypa01,1978,100,274.0,38.0,75.0,12.0,1.0,11.0,40.0,10.0,34.0,58.0,1.0,0.0
kempst01,1978,159,582.0,75.0,161.0,18.0,4.0,15.0,79.0,2.0,97.0,87.0,3.0,0.0
kessido01,1978,131,431.0,35.0,110.0,18.0,1.0,1.0,31.0,2.0,36.0,34.0,1.0,0.0
kingmda01,1978,119,395.0,65.0,105.0,17.0,4.0,28.0,79.0,3.0,39.0,111.0,8.0,0.0
kuipedu01,1978,149,547.0,52.0,155.0,18.0,6.0,0.0,43.0,4.0,19.0,35.0,1.0,0.0
lacocpe01,1978,118,322.0,44.0,95.0,21.0,2.0,5.0,48.0,1.0,21.0,27.0,2.0,0.0
lacyle01,1978,103,245.0,29.0,64.0,16.0,4.0,13.0,40.0,7.0,27.0,30.0,4.0,0.0
landera01,1978,59,218.0,18.0,58.0,5.0,1.0,0.0,9.0,7.0,8.0,23.0,0.0,0.0
landrke01,1978,93,260.0,37.0,58.0,7.0,5.0,5.0,23.0,7.0,20.0,20.0,4.0,0.0
lansfca01,1978,121,453.0,63.0,133.0,23.0,2.0,8.0,52.0,20.0,31.0,67.0,2.0,0.0
lefloro01,1978,155,666.0,126.0,198.0,30.0,3.0,12.0,62.0,68.0,65.0,104.0,7.0,0.0
lemasjo01,1978,101,272.0,23.0,64.0,18.0,3.0,1.0,14.0,6.0,21.0,45.0,1.0,0.0
